senator carl krueger thinks ipods can kill you,0.060701610498726515,0.1519985195747949,0.3036230176650317,0.03427246317247864,0.08904052524860546,0.3603638638403628
who is prince frederic von anhalt,0.12969901088857452,0.024704573502585623,0.08028986388340327,0.0657034609797834,0.3893556243196995,0.31024746642595374
prestige has magic touch,0.0,0.0,0.025506241446166374,0.2356901543771003,0.3952224429933266,0.3435811611834066
study female seals picky about mates,0.0,0.0,0.0,0.7099585621563018,0.0,0.29004143784369824
no e book for harry potter vii,0.10227968482778231,0.06878433047937324,0.0873297708338424,0.29106431118945914,0.08905316241838485,0.36148874025115796
blair apologises over friendly fire inquest,0.07153152155799485,0.08846929687329662,0.2650408941666823,0.0,0.41234623002462273,0.1626120573774035
vegetables may boost brain power in older adults,0.0,0.0,0.16883138408815876,0.3577541240543644,0.009629673469696544,0.46378481838778024
afghan forces retake town that was overrun by taliban,0.15213373985265932,0.0,0.4004676875491507,0.06880673992637627,0.3006545796027146,0.07793725306909922
skip the showers male sweat turns women on study says,0.0,0.1459874813798972,0.0,0.13425864033110213,0.0,0.7197538782890007
made in china irks some burberry shoppers,0.015477062049283088,0.13659976599826115,0.18557781045801777,0.24979279621907258,0.054120739128031045,0.3584318261473344
britain to restrict immigrants from new eu members,0.2008982464504067,0.0,0.041897054154953386,0.38740490179131404,0.11174583077975264,0.2580539668235733
canadian breakthrough offers hope on autism,0.1354982943200402,0.0028280362550823675,0.29222769389400044,0.09925909785066203,0.24236766852767302,0.2278192091525419
russia to strengthen its military muscle,0.1971420336850076,0.12286432047862807,0.38568327089553456,0.048584170627911046,0.09716993067834151,0.14855627363457716
alzheimer s drugs offer no help study finds,0.10558172482832968,0.12835127067267166,0.11800608726009758,0.2702693179748051,0.12003455459589642,0.25775704466819954
uk police slammed over terror raid,0.22227244541059066,0.2057094665410303,0.28186899422919864,0.0,0.2901490938191804,0.0
no rejects police state claim,0.15369122258975187,0.03534105790717845,0.3726907663370456,0.0,0.16388506406288222,0.27439188910314183
oprah announces new book club pick,0.0,0.0,0.0,0.7219696591711081,0.0,0.27803034082889194
smith can t be buried until hearing,0.22541165954342324,0.041457028565376856,0.15813163796041044,0.05568235145989307,0.31231243948347837,0.20700488298741807
african nation hopes whoopi can help,0.10994820412617316,0.03325432446432862,0.19103168783459193,0.2034359462146651,0.29740552266572423,0.16492431469451696
tourism lags in bush s hometown,0.0,0.0,0.0,0.721795342616699,0.0,0.278204657383301
air france klm profit rises,0.1457420893757757,0.0855475967389485,0.09819864264906135,0.38787615065598263,0.16793243200036878,0.11470308857986299
au regrets sudan s expulsion of un envoy,0.08887474367469518,0.10274156307006464,0.0,0.08347069603301213,0.07402444158904095,0.6508885556331871
taiwan s mr clean indicted steps down,0.02028446454098821,0.0,0.14041603318755425,0.19168644786244005,0.33425366526538974,0.3133593891436278
martian life could have evaded detection by viking landers,0.13834587754061303,0.0,0.07259826309843999,0.0,0.13144830663327575,0.6576075527276711
turner pays for boston bombing,0.02760797451260119,0.0,0.17950043992083836,0.5139927162825717,0.2236829202587864,0.05521594902520238
serena misses bangalore tournament,0.0,0.03984295952537436,0.06969874903456642,0.0,0.5396716393468977,0.3507866520931617
attorneys point fingers in fight between ryan o neal and son,0.35535988835892957,0.042296912992241475,0.21890781451178207,0.12837567823855547,0.1558847153802643,0.09917499051822713
pledge i was abused in frat hazing,0.041946108984263625,0.053878604583513776,0.17695429542094188,0.09848693154994842,0.14770855256574936,0.481025506895583
whistle blowing web site exposed,0.09780611154799289,0.1787914124847523,0.3742629171301869,0.0,0.1899479245529103,0.1591916342841577
growing unarmed battalion in qaeda army is using internet to get the message out,0.038633186513895704,0.041228318180862075,0.12368495454258624,0.5490836316774835,0.15977197413794889,0.0875979349472236
royal rescues presidential hopes with commanding performance,0.12665183783257902,0.04544483361590331,0.30282954399031325,0.29559586290383283,0.09707097034256264,0.1324069513148089
minister slams airlines on carbon,0.106435835674864,0.14217100481215175,0.1569902726480196,0.16076480437938792,0.21068043199949946,0.22295765048607727
audio slide show a love story lasting years,0.07725101797173183,0.2705873378805246,0.06578637645108627,0.0877932949314664,0.17738211451470906,0.3211998582504817
